scorer,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData
bodyparts,body-coxa front L,body-coxa front L,coxa-femur front L,coxa-femur front L,femur-tibia front L,femur-tibia front L,tibia-tarsus front L,tibia-tarsus front L,tarsus tip front L,tarsus tip front L,body-coxa mid L,body-coxa mid L,coxa-femur mid L,coxa-femur mid L,femur-tibia mid L,femur-tibia mid L,tibia-tarsus mid L,tibia-tarsus mid L,tarsus tip mid L,tarsus tip mid L,body-coxa back L,body-coxa back L,coxa-femur back L,coxa-femur back L,femur-tibia back L,femur-tibia back L,tibia-tarsus back L,tibia-tarsus back L,tarsus tip back L,tarsus tip back L,body-coxa front R,body-coxa front R,coxa-femur front R,coxa-femur front R,femur-tibia front R,femur-tibia front R,tibia-tarsus front R,tibia-tarsus front R,tarsus tip front R,tarsus tip front R,body-coxa mid R,body-coxa mid R,coxa-femur mid R,coxa-femur mid R,femur-tibia mid R,femur-tibia mid R,tibia-tarsus mid R,tibia-tarsus mid R,tarsus tip mid R,tarsus tip mid R,body-coxa back R,body-coxa back R,coxa-femur back R,coxa-femur back R,femur-tibia back R,femur-tibia back R,tibia-tarsus back R,tibia-tarsus back R,tarsus tip back R,tarsus tip back R
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/side_video_191125_PR_Fly1_004_prism/img00131.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/side_video_191125_PR_Fly1_004_prism/img00534.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/side_video_191125_PR_Fly1_004_prism/img00841.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/side_video_191125_PR_Fly1_004_prism/img00911.png,199.82046031616017,155.15379023671065,224.41706937505114,177.38534073224673,167.6556638545335,149.0046379719879,155.830371037759,194.413762388402,114.67835203538368,232.72771111475143,242.8645261692194,174.07425874354985,243.81054959456134,188.73762183635026,229.14718650176098,138.5983802932263,215.4298468343025,195.35978581374397,195.09034318945038,235.09276967810632,256.1088541240068,178.33136415758867,266.51511180276844,192.0487038250471,266.51511180276844,141.4364505692522,292.53075599967235,203.40098492915064,341.25096240478337,236.0387931034483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/side_video_191125_PR_Fly1_004_prism/img01106.png,216.3758702596445,160.8299307887624,238.60742075518056,186.84557498566633,180.89999180932097,168.87112990416907,157.24940617577192,205.29303177983456,109.94823490867387,233.6737345400934,258.00090097469075,177.8583524449177,266.51511180276844,189.68364526169222,275.5023343435171,135.76031001720042,279.75943975755587,201.03592636579575,300.571955115079,236.51180481611928,290.6387091489884,180.6964227209436,297.73388483905313,190.62966868703418,312.87025964452454,141.4364505692522,349.29216152019,200.56291465312475,425.92005897288885,234.61975796543535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/side_video_191125_PR_Fly1_004_prism/img01413.png,222.52502252436722,168.87112990416907,236.71537390449663,187.3185866983373,182.7920386600049,165.08703620280122,156.30338275042996,203.40098492915064,101.43402408059623,235.09276967810632,257.5278892620198,183.06148128429848,266.04210009009745,192.52171553771808,274.5563109181751,139.0713920058973,279.2864280448849,202.92797321647967,298.6799082643951,235.56578139077732,288.2736505856335,182.5884695716275,295.8418379883692,193.94075067573104,310.9782127938406,142.38247399459416,350.71119665820294,200.08990294045378,424.50102383487587,234.1467462527644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/side_video_191125_PR_Fly1_004_prism/img02053.png,217.79490539765743,180.6964227209436,227.728151363748,205.76604349250556,174.7508395445982,184.9535281349824,144.95110164632644,219.01037144729298,84.8786141371119,231.3086759767385,255.1628306986649,191.10268039970515,,,276.448357768859,132.92223974117456,,,266.51511180276844,234.1467462527644,283.5435334589237,180.2234110082726,293.00376771234335,200.08990294045378,332.26373986403473,152.31571996068476,377.67286428044883,205.76604349250556,450.9896797444508,233.2007228274224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/side_video_191125_PR_Fly1_004_prism/img02136.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
