scorer,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData
bodyparts,body-coxa front L,body-coxa front L,coxa-femur front L,coxa-femur front L,femur-tibia front L,femur-tibia front L,tibia-tarsus front L,tibia-tarsus front L,tarsus tip front L,tarsus tip front L,body-coxa front R,body-coxa front R,coxa-femur front R,coxa-femur front R,femur-tibia front R,femur-tibia front R,tibia-tarsus front R,tibia-tarsus front R,tarsus tip front R,tarsus tip front R,body-coxa mid L,body-coxa mid L,coxa-femur mid L,coxa-femur mid L,femur-tibia mid L,femur-tibia mid L,tibia-tarsus mid L,tibia-tarsus mid L,tarsus tip mid L,tarsus tip mid L,body-coxa mid R,body-coxa mid R,coxa-femur mid R,coxa-femur mid R,femur-tibia mid R,femur-tibia mid R,tibia-tarsus mid R,tibia-tarsus mid R,tarsus tip mid R,tarsus tip mid R,body-coxa back L,body-coxa back L,coxa-femur back L,coxa-femur back L,femur-tibia back L,femur-tibia back L,tibia-tarsus back L,tibia-tarsus back L,tarsus tip back L,tarsus tip back L,body-coxa back R,body-coxa back R,coxa-femur back R,coxa-femur back R,femur-tibia back R,femur-tibia back R,tibia-tarsus back R,tibia-tarsus back R,tarsus tip back R,tarsus tip back R
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/top_video_191125_PR_Fly1_001_prism/img00313.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img00543.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img00832.png,308.1989095156027,343.74908360817795,307.4290529013971,366.07492542014046,328.985038099154,390.7103370747198,341.30274392644367,409.9567524298599,353.62044975373334,426.89359794238317,315.89747565765873,333.7409476235051,338.99317408382683,327.58209470986026,374.40657833728466,324.5026682530378,378.2558614083127,346.8285100650004,422.1376884180321,374.5433481764021,278.9443581757897,326.04238148144907,267.39650896270564,337.59023069453315,225.0543951813974,376.0830614048133,202.7285533694349,406.8773259730375,178.09314171485556,429.9730243992056,287.41278093205136,311.41510581154256,292.8017772314906,303.7165396694865,322.8261851855092,249.0567200608886,362.088872509995,242.1280105330382,417.5185487327984,185.92847769602906,257.3883729780328,315.2643888825706,241.9912406939207,320.65338518200986,201.9586967552293,333.7409476235051,180.4027115574724,322.19309841042104,94.17877076644473,321.4232417962154,265.85679573429445,299.0973999842529,259.69794282064964,282.93041108593525,254.30894652121037,226.7308782489261,205.03812321205174,208.25431950799157,151.91801683186503,141.27679407210405
labeled-data/top_video_191125_PR_Fly1_001_prism/img00925.png,312.0481925866307,347.5983666792059,295.1113470741074,350.6777931360284,287.41278093205136,370.6940651053741,310.5084793582195,411.4964656582711,309.73862274401387,432.28259424182244,321.28647195709794,344.51894022238355,337.45346085541564,342.97922699397236,381.3352878651351,370.6940651053741,399.8118466060696,400.71847305939264,435.22525085952736,426.89359794238317,279.7142147899953,319.8835285678042,267.39650896270564,326.04238148144907,215.81611581093017,359.91607250649565,215.04625919672458,393.78976353154223,184.25199462850043,429.203167785,293.5716338456962,307.56582274051453,303.57976983036906,296.78783014163605,332.06446455597643,250.59643328929985,369.78743865205104,272.92227510126236,439.0745339305554,245.97729360406618,263.54722589167767,302.1768264410753,245.84052376494873,309.8753925831313,191.95056077055648,308.3356793547201,151.91801683186503,306.79596612630894,64.92421942663177,296.78783014163605,271.24579203373366,293.7084036848137,278.9443581757897,276.00170155808473,308.1989095156027,245.20743698986058,272.7855052621449,242.1280105330382,258.928086206444,162.0629226556553
labeled-data/top_video_191125_PR_Fly1_001_prism/img02183.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img02334.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img02395.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img02982.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img03304.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img03582.png,231.21324809504227,262.91413911658947,217.35582903934142,251.36628990350545,177.32328510064997,222.11173856369248,131.9017448625193,218.26245549266446,72.62278556868782,178.229911553973,233.52281793765906,279.0811280149072,223.51468195298622,293.7084036848137,191.95056077055648,322.96295502462664,159.61658297392108,322.19309841042104,103.417050136912,347.5983666792059,272.0156486479393,264.4538523450007,273.5553618763505,238.27872746201018,295.1113470741074,188.2380475386459,311.2783359724251,144.35622052892643,342.07260054064926,74.29926863621648,273.5553618763505,284.47012431434644,277.40464494737853,303.7165396694865,298.19077353092985,351.44764975023395,322.05632857130354,380.70220109004697,353.62044975373334,429.9730243992056,305.11948305878025,259.8347126597671,303.57976983036906,248.28686344668301,328.985038099154,194.3969004522907,391.3434238498079,208.25431950799157,441.3841037731722,248.28686344668301,305.11948305878025,279.0811280149072,304.34962644457465,291.39883384219684,302.80991321616347,345.28879683658914,369.0175820378454,338.3600873087387,461.4003757425179,341.4395137655611
labeled-data/top_video_191125_PR_Fly1_001_prism/img04354.png,231.98310470924787,212.87345919322524,233.52281793765906,195.1667570664963,218.125685653547,182.84905123920663,195.7998438415845,165.91220572668334,165.0055792733603,108.94281627546866,227.36396502401425,226.7308782489261,211.96683273990215,234.42944439098216,174.24385864382754,249.0567200608886,155.76729990289306,233.65958777677656,102.64719352270637,234.42944439098216,260.46779943485524,225.9610216347205,265.85679573429445,218.26245549266446,314.35776242924754,164.37249249827215,344.3821703832661,142.04665068630965,411.35969581915367,94.31554060556215,258.928086206444,237.50887084780453,258.1582295922384,251.36628990350545,263.54722589167767,316.0342454967762,281.25392801840655,360.68592912070125,299.73048675934103,431.51273762761684,288.9524941604626,226.7308782489261,295.881203688313,215.95288565004762,338.99317408382683,182.07919462500104,389.03385400719117,209.02417612219722,479.10707786924684,218.26245549266446,286.64292431784577,249.0567200608886,286.64292431784577,261.3744258881783,312.8180492008363,316.0342454967762,356.6998762105558,295.24811691322486,438.30467731634974,325.2725248672434
labeled-data/top_video_191125_PR_Fly1_001_prism/img04637.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img04689.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img04774.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img04793.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img05313.png,246.61038037915438,348.3682232934116,231.21324809504227,350.6777931360284,178.8629983290612,379.9323444758413,177.32328510064997,413.0361788866823,153.45773006027628,435.36202069864487,250.45966345018235,350.6777931360284,258.928086206444,357.6065026638788,285.1032110894346,379.9323444758413,253.53908990700478,404.56775613042066,250.45966345018235,439.2113037696729,255.07880313541602,316.80410211098183,245.84052376494873,312.18496242574815,200.41898352681812,282.1605544717296,167.31514911597714,316.0342454967762,90.3294876954167,340.6696571513555,265.85679573429445,321.4232417962154,279.7142147899953,324.5026682530378,335.1438910127988,336.0505174661219,371.3271518804622,363.7653555775237,441.3841037731722,390.7103370747198,266.62665234850004,293.7084036848137,253.53908990700478,284.47012431434644,213.5065459683134,262.91413911658947,222.74482533878063,214.41317242163643,205.80797982625734,128.95908824481438,274.3252184905561,296.78783014163605,290.4922073888738,296.78783014163605,327.4453248707428,296.0179735274305,350.5410232969109,264.4538523450007,425.2171148748545,221.3418819494869
labeled-data/top_video_191125_PR_Fly1_001_prism/img05566.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img05899.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/top_video_191125_PR_Fly1_001_prism/img06153.png,313.5879058150419,359.14621589229,305.8893396729859,363.7653555775237,299.73048675934103,393.78976353154223,326.67546825653716,408.4170392014487,349.7711666827053,431.51273762761684,325.90561164233156,353.7572195928508,331.29460794177083,340.6696571513555,381.3352878651351,348.3682232934116,405.97069951971446,371.46392171957973,466.01951542775157,386.0911973894862,281.25392801840655,339.89980053714993,273.5553618763505,348.3682232934116,241.2213840797151,364.5352121917293,222.74482533878063,431.51273762761684,,,291.2620640030794,329.8916645524771,297.42091691672425,314.494532268365,319.74675872868676,260.6045692739727,358.23958943896696,239.81844069042137,409.05012597653683,183.61890785341228,265.85679573429445,328.35195132406585,250.45966345018235,335.2806608519163,195.02998722737885,344.51894022238355,167.31514911597714,346.05865345079474,86.4802046243887,368.38449526275724,268.9362221911169,309.1055359689258,268.9362221911169,296.78783014163605,280.48407140420096,249.8265766750942,247.38023699335997,214.41317242163643,221.20511211036944,127.41937501640314
labeled-data/top_video_191125_PR_Fly1_001_prism/img06780.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
