scorer,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData,PrismData
bodyparts,body-coxa front L,body-coxa front L,coxa-femur front L,coxa-femur front L,femur-tibia front L,femur-tibia front L,tibia-tarsus front L,tibia-tarsus front L,tarsus tip front L,tarsus tip front L,body-coxa mid L,body-coxa mid L,coxa-femur mid L,coxa-femur mid L,femur-tibia mid L,femur-tibia mid L,tibia-tarsus mid L,tibia-tarsus mid L,tarsus tip mid L,tarsus tip mid L,body-coxa back L,body-coxa back L,coxa-femur back L,coxa-femur back L,femur-tibia back L,femur-tibia back L,tibia-tarsus back L,tibia-tarsus back L,tarsus tip back L,tarsus tip back L,body-coxa front R,body-coxa front R,coxa-femur front R,coxa-femur front R,femur-tibia front R,femur-tibia front R,tibia-tarsus front R,tibia-tarsus front R,tarsus tip front R,tarsus tip front R,body-coxa mid R,body-coxa mid R,coxa-femur mid R,coxa-femur mid R,femur-tibia mid R,femur-tibia mid R,tibia-tarsus mid R,tibia-tarsus mid R,tarsus tip mid R,tarsus tip mid R,body-coxa back R,body-coxa back R,coxa-femur back R,coxa-femur back R,femur-tibia back R,femur-tibia back R,tibia-tarsus back R,tibia-tarsus back R,tarsus tip back R,tarsus tip back R
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/side_video_191125_PR_Fly2_001_prism/img00828.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.31771643869274,186.84557498566633,310.0321893684986,216.17230117126712,327.06061102465395,167.9251064788271,,,447.67859775575397,233.2007228274224,285.43558030960764,195.83279752641496,269.3531820787943,214.2802543205832,266.04210009009745,158.4648722254075,,,,,257.5278892620198,187.7915984110083,238.60742075518056,215.22627774592516,163.87157015316564,199.14387951511182,93.86583667786053,219.48338315996398,9.669751822425994,232.25469940208046
labeled-data/side_video_191125_PR_Fly2_001_prism/img00918.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.5208452780735,159.41089565074947,317.6003767712343,188.73762183635026,359.22540748628063,145.22054427062005,365.37455975100335,192.52171553771808,408.8916373167336,235.56578139077732,302.4640019657629,172.18221189286592,282.1244983209108,191.57569211237615,289.6926857236465,125.35405233843886,293.9497911376853,189.68364526169222,297.73388483905313,235.56578139077732,271.24522892947823,175.4932938815628,259.8929478253747,186.84557498566633,231.51224506511585,147.58560283397495,199.82046031616017,210.02314890654438,131.233761978868,234.61975796543535
labeled-data/side_video_191125_PR_Fly2_001_prism/img01001.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.84470472602175,162.72197763944632,307.19411909247276,189.21063354902122,354.0222786468998,156.0998136620526,,,,,298.2068965517241,180.2234110082726,286.3816037349496,195.35978581374397,284.96256859693665,123.93501720042593,,,,,268.8801703661233,178.33136415758867,259.41993611270374,195.83279752641496,241.9185027438774,140.96343885658123,216.3758702596445,200.56291465312475,161.03349987713977,235.09276967810632
labeled-data/side_video_191125_PR_Fly2_001_prism/img01754.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.4256695880088,170.29016504218202,309.0861659431567,195.35978581374397,363.0095011876484,160.35691907609143,386.66008682119747,202.92797321647967,444.3675157670571,234.1467462527644,285.43558030960764,174.54727045622084,279.75943975755587,194.886774101073,306.72110737980177,154.20776681136869,339.35891555409944,211.4421840445573,379.56491113113276,232.25469940208046,272.66426406749116,175.96630559423377,254.6898189859939,192.52171553771808,255.6358424113359,136.7063334425424,212.11876484560565,194.413762388402,151.57326562372015,232.25469940208046
labeled-data/side_video_191125_PR_Fly2_001_prism/img02350.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/side_video_191125_PR_Fly2_001_prism/img03034.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.79072815136374,170.763176754853,316.1813416332214,200.08990294045378,377.67286428044883,188.73762183635026,400.8504382013269,175.0202821688918,450.9896797444508,168.3981181914981,282.1244983209108,178.80437587025966,278.81341633221393,201.9819497911377,300.09894340240805,158.4648722254075,343.61602096813823,212.86121918257027,400.3774264886559,234.1467462527644,269.8261937914653,185.42653984765337,253.27078384798097,203.87399664182163,266.51511180276844,153.7347550986977,233.87730362847077,209.55013719387338,203.60455401752802,232.25469940208046
labeled-data/side_video_191125_PR_Fly2_001_prism/img03621.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.4256695880088,168.3981181914981,316.65435334589233,203.87399664182163,370.10467687771313,168.87112990416907,418.82488328282415,190.62966868703418,478.42435907936766,177.38534073224673,279.75943975755587,184.00750470964044,282.5975100335818,204.8200200671636,298.2068965517241,153.26174338602672,335.1018101400606,208.13110205586045,389.4981570972234,232.72771111475143,269.3531820787943,190.62966868703418,255.1628306986649,206.7120669178475,263.6770415267425,144.2745208452781,232.45826849045784,211.9151957572283,189.4142026373986,233.2007228274224
labeled-data/side_video_191125_PR_Fly2_001_prism/img03976.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
